system;group;name;name;type;description;nullable;precision
system518;group518;name518;name29;type29;description29;1;precision29
system518;group518;name518;name30;type30;description30;0;precision30
system518;group518;name518;name31;type31;description31;1;precision31
system518;group518;name518;name32;type32;description32;0;precision32
system518;group518;name518;name33;type33;description33;1;precision33
system518;group518;name518;name34;type34;description34;0;precision34
system518;group518;name518;name35;type35;description35;1;precision35
system518;group518;name518;name36;type36;description36;0;precision36
system518;group518;name518;name37;type37;description37;1;precision37
system518;group518;name518;name38;type38;description38;0;precision38
system518;group518;name518;name39;type39;description39;1;precision39
system518;group518;name518;name40;type40;description40;0;precision40
system518;group518;name518;name41;type41;description41;1;precision41
system518;group518;name518;name42;type42;description42;0;precision42
system518;group518;name518;name43;type43;description43;1;precision43
system518;group518;name518;name44;type44;description44;0;precision44
system518;group518;name518;name45;type45;description45;1;precision45
system518;group518;name518;name46;type46;description46;0;precision46
system518;group518;name518;name47;type47;description47;1;precision47
system518;group518;name518;name48;type48;description48;0;precision48
system518;group518;name518;name49;type49;description49;1;precision49
system519;group519;name519;name0;type0;description0;0;precision0
system519;group519;name519;name1;type1;description1;1;precision1
system519;group519;name519;name2;type2;description2;0;precision2
system519;group519;name519;name3;type3;description3;1;precision3
system519;group519;name519;name4;type4;description4;0;precision4
system519;group519;name519;name5;type5;description5;1;precision5
system519;group519;name519;name6;type6;description6;0;precision6
system519;group519;name519;name7;type7;description7;1;precision7
system519;group519;name519;name8;type8;description8;0;precision8
system519;group519;name519;name9;type9;description9;1;precision9
system519;group519;name519;name10;type10;description10;0;precision10
system519;group519;name519;name11;type11;description11;1;precision11
system519;group519;name519;name12;type12;description12;0;precision12
system519;group519;name519;name13;type13;description13;1;precision13
system519;group519;name519;name14;type14;description14;0;precision14
system519;group519;name519;name15;type15;description15;1;precision15
system519;group519;name519;name16;type16;description16;0;precision16
system519;group519;name519;name17;type17;description17;1;precision17
system519;group519;name519;name18;type18;description18;0;precision18
system519;group519;name519;name19;type19;description19;1;precision19
system519;group519;name519;name20;type20;description20;0;precision20
system519;group519;name519;name21;type21;description21;1;precision21
system519;group519;name519;name22;type22;description22;0;precision22
system519;group519;name519;name23;type23;description23;1;precision23
system519;group519;name519;name24;type24;description24;0;precision24
system519;group519;name519;name25;type25;description25;1;precision25
system519;group519;name519;name26;type26;description26;0;precision26
system519;group519;name519;name27;type27;description27;1;precision27
system519;group519;name519;name28;type28;description28;0;precision28
system519;group519;name519;name29;type29;description29;1;precision29
system519;group519;name519;name30;type30;description30;0;precision30
system519;group519;name519;name31;type31;description31;1;precision31
system519;group519;name519;name32;type32;description32;0;precision32
system519;group519;name519;name33;type33;description33;1;precision33
system519;group519;name519;name34;type34;description34;0;precision34
system519;group519;name519;name35;type35;description35;1;precision35
system519;group519;name519;name36;type36;description36;0;precision36
system519;group519;name519;name37;type37;description37;1;precision37
system519;group519;name519;name38;type38;description38;0;precision38
system519;group519;name519;name39;type39;description39;1;precision39
system519;group519;name519;name40;type40;description40;0;precision40
system519;group519;name519;name41;type41;description41;1;precision41
system519;group519;name519;name42;type42;description42;0;precision42
system519;group519;name519;name43;type43;description43;1;precision43
system519;group519;name519;name44;type44;description44;0;precision44
system519;group519;name519;name45;type45;description45;1;precision45
system519;group519;name519;name46;type46;description46;0;precision46
system519;group519;name519;name47;type47;description47;1;precision47
system519;group519;name519;name48;type48;description48;0;precision48
system519;group519;name519;name49;type49;description49;1;precision49
system520;group520;name520;name0;type0;description0;0;precision0
system520;group520;name520;name1;type1;description1;1;precision1
system520;group520;name520;name2;type2;description2;0;precision2
system520;group520;name520;name3;type3;description3;1;precision3
system520;group520;name520;name4;type4;description4;0;precision4
system520;group520;name520;name5;type5;description5;1;precision5
system520;group520;name520;name6;type6;description6;0;precision6
system520;group520;name520;name7;type7;description7;1;precision7
